,,,,,,,,,,,
Empanelled Hospital List - Maharashtra,,,,,,,,,,,
Sr No,Hospital,Location,City,District,State,Address,STD_Code,Tel_no,Status,PPN Hospital,PPN City
135,Mehkar Multispeciality Hospital,Risod Road,Buldhana,Buldhana,Maharashtra,Near Bus Stand Mehkar Risod Road,07268,226201,Empanelled,PPN Not Applicable,Other
136,C H L Multispeciality Hospital & Research Centre,Sarkar Nagar,Chandrapur,Chandrapur,Maharashtra,Opp Adarsh Petrol Pump Sarkar Nagar,07172,272203,Empanelled,PPN Not Applicable,Other
137,Manwatkar Multispeciality Hospital,Ekori ward,Chandrapur,Chandrapur,Maharashtra,Near Medicine Complax,07172,272298,Empanelled,PPN Not Applicable,Other
138,Sainani Nursing Home,Ganj Ward,Chandrapur,Chandrapur,Maharashtra,Ganj Ward,07172,253030,Empanelled,PPN Not Applicable,Other
139,Sanjeevani Hospital,Tukum,Chandrapur,Chandrapur,Maharashtra,"Opp Police Quarters Water Tank,Tukum",07172,601010,Empanelled,PPN Not Applicable,Other
140,Shri Sai Divine Cure Multispeciality Hospital,Bhanapeth,Chandrapur,Chandrapur,Maharashtra,"Near Suyog Mangal Karyalaya, Bhanapeth",07172,252456,Empanelled,PPN Not Applicable,Other
141,Spandan Heart Hospital,N/A,Chandrapur,Chandrapur,Maharashtra,"Spandan Heart Hospital, Chandrapur",07172,255384,Empanelled,PPN Not Applicable,Other
142,Wasade Hospital,Nagpur Road,Chandrapur,Chandrapur,Maharashtra,Behind Axis Bank Civil Line Nagpur Road,07172,251008,Empanelled,PPN Not Applicable,Other
143,B K L Walawalkar Hospital Diagnostic & Research Centre,Dervan,Chiplun,Chiplun,Maharashtra,"Shreekshetra Dervan, Tal Chiplun Dist Ratnagiri",02355,264149,Empanelled,PPN Not Applicable,Other
144,Chiranjeev Balrugnalay,Karad Road,Chiplun,Chiplun,Maharashtra,"Anand, Karad Road, Markandi, Chiplun",02355,254330,Empanelled,PPN Not Applicable,Other
145,Desai Hospital,Opp. State Bank,Chiplun,Chiplun,Maharashtra,"Desai Plaza, Shivaji Chowk, Opp. State Bank",02355,254282,Empanelled,PPN Not Applicable,Other
146,Life Care Hospital,Mirjoli Chiplun,Chiplun,Chiplun,Maharashtra,Guhagar Baypass Road Mirjoli Chiplun Tal Chiplun,02355,258400,Empanelled,PPN Not Applicable,Other
147,Patankar Nursing Home,Shivaji Chawk  Chiplun,Chiplun,Chiplun,Maharashtra,335 B Shivaji Chawk Chiplun,02365,252069,Empanelled,PPN Not Applicable,Other
148,Aastha Intensive Care Centre,Malegaon Road,Dhule,Dhule,Maharashtra,"Opp. Ramwadi, Malegaon Road, Dhule",02562,280044,Empanelled,PPN Not Applicable,Other
149,Chaitanya Hospital,Datta Mandir Chowk,Dhule,Dhule,Maharashtra,"Ratnadeep Towers, Agra Road, Deopur, Datta Mandir",02562,272084,Empanelled,PPN Not Applicable,Other
150,Institute Of Urology,Sakri Road,Dhule,Dhule,Maharashtra,Sakri Road Dhule,02562,245995,Empanelled,PPN Not Applicable,Other
151,Niramaya Hospital,80 Feet Road,Dhule,Dhule,Maharashtra,80 Feet Road Near Natraj Theter,02562,229380,Empanelled,PPN Not Applicable,Other
152,Om Critical Care Centre,Agrawal Nagar,Dhule,Dhule,Maharashtra,"Tirupati Housing Society, Malegaon Road, Agrawal N",02562,241313,Empanelled,PPN Not Applicable,Other
153,Seva Superspeciality Critical Care Centre,Sakri Road,Dhule,Dhule,Maharashtra,Mission Compound Sakri Road,02562,246333,Empanelled,PPN Not Applicable,Other
154,Shri Siddheshwar Multispeciality Hospital,Deopur,Dhule,Dhule,Maharashtra,Plot No 35 & 39 Garud Colony Deopur,02562,282100,Empanelled,PPN Not Applicable,Other
155,Sitaram Hospital,Bhangyamaruti Chowk,Dhule,Dhule,Maharashtra,Bangyamaruti Chowk Lane No 6,02562,238695,Empanelled,PPN Not Applicable,Other
156,B J Hospital & Research Institute,Ganesh Nagar,Gondia,Gondia,Maharashtra,"Ganesh Nagar, Gondia",07182,234444,Empanelled,PPN Not Applicable,Other
157,Central Hospital & Critical Care Centre,Sukhdev Ward,Gondia,Gondia,Maharashtra,Sukhdev Ward Gaddha Toli Gondia,07182,252500,Empanelled,PPN Not Applicable,Other
158,Gondia Care Hospital,Gondia,Gondia,Gondia,Maharashtra,"Govindpur Road, Civil Lines, Gondia",07182,236443,Empanelled,PPN Not Applicable,Other
159,Konark Superspeciality Hospital Pvt Ltd,Jalgaon Road,Bhusawal,Jalgaon,Maharashtra,293/1 Jalgaon Road Opp TVS Show Room,02582,221124,Empanelled,PPN Not Applicable,Other
160,New Life Hospital,Jamner Road,Bhusawal,Jalgaon,Maharashtra,Near Bank of India Jamner Road,02582,229815,Empanelled,PPN Not Applicable,Other
161,Saipushpa Accident Hospital,Yawal Road,Bhusawal,Jalgaon,Maharashtra,Yawal Road Bhusawal,02582,224140,Empanelled,PPN Not Applicable,Other
162,Vishvanath Hospital,Jamner Road,Bhusawal,Jalgaon,Maharashtra,Jamner Road Kanyalal Plot Neat Asta Bhuj Mandir,02582,229002,Empanelled,PPN Not Applicable,Other
163,Arogya Deep Hospital,Ring Rd,Jalgaon,Jalgaon,Maharashtra,"Pratap Nagar, Ring Road",0257,237255,Empanelled,PPN Not Applicable,Other
164,Ashwini Multispeciality Hospital,Shahu Nagar,Jalgaon,Jalgaon,Maharashtra,62 Housing Scociety Shahu Nagar,0257,2232603,Empanelled,PPN Not Applicable,Other
165,Chinmay Hospital & Critical Care Centre,Near Pande Dairy Chowk,Jalgaon,Jalgaon,Maharashtra,"13 Onkar Nagar, Near Pande Dairy chowk, Jalgaon",0257,2234407,Empanelled,PPN Not Applicable,Other
166,Disha Eye Hospital,Visanjinagar,Jalgaon,Jalgaon,Maharashtra,Visanji Nagar Jilha Peth Near Bank of Baroda,0257,2223375,Empanelled,PPN Not Applicable,Other
167,Gajre Hospital,Jilla Peth,Jalgaon,Jalgaon,Maharashtra,"25, 26 Gandhi Nagar, Jalgaon",0257,2223656,Empanelled,PPN Not Applicable,Other
168,Indo American Cardiovascular Center,Near Golani Market,Jalgaon,Jalgaon,Maharashtra,Visanaji Nagar Opp Golani Market,0257,2224777,Empanelled,PPN Not Applicable,Other
169,Indu Hospital,Ayodhya Nagar Jamnee,Jalgaon,Jalgaon,Maharashtra,pachora Road Ayodhya Nagar Jamnee,02580,233166,Empanelled,PPN Not Applicable,Other
170,Khadke Accident Hospital,M J College Road,Jalgaon,Jalgaon,Maharashtra,"M J College Road, Near Bhaskar Market",0257,2234443,Empanelled,PPN Not Applicable,Other
171,Lokmanya Hospital Criticalcare & Multispeciality Centre,Prabhat Chowk,Jalgaon,Jalgaon,Maharashtra,438/3 prabhat Chowk NH 6,0257,2237897,Empanelled,PPN Not Applicable,Other
172,Madhur Urology & Stone Speciality Clinic & Maternity Home,Near bahinabai Garden,Jalgaon,Jalgaon,Maharashtra,"Opp Nbrook Bond Colony, Ring Road, Near Bahinabai Udyan",0257,2222225,Empanelled,PPN Not Applicable,Other
173,Mahajan Hospital,Dhake Colony,Jalgaon,Jalgaon,Maharashtra,"Mahajan Hospital, 23 Dhake Colony",0257,2221602,Empanelled,PPN Not Applicable,Other
174,Mulik Netra Chikitsalaya,Jilha Peth,Jalgaon,Jalgaon,Maharashtra,"Near State Bank of India, Jilha Peth",0257,2226161,Empanelled,PPN Not Applicable,Other
175,Netram Hospital,M J College Road,Jalgaon,Jalgaon,Maharashtra,Plot No Samarth Colony Prabhat Chawk M J College Road,0257,2239013,Empanelled,PPN Not Applicable,Other
176,Nimjai Healthcare Pvt Ltd,Session Court,Jalgaon,Jalgaon,Maharashtra,"2674/A/2, Opp Session Court, Jalgaon",0257,2227141,Empanelled,PPN Not Applicable,Other
177,Orchid Multispeciality Hospital,Jilha Peth,Jalgaon,Jalgaon,Maharashtra,Plot No 271 / 272 Jilha Peth Old BJ Market,0257,2229749,Empanelled,PPN Not Applicable,Other
178,Sahyog Critical Care Centre,Shahu Nagar,Jalgaon,Jalgaon,Maharashtra,"Bhagwant Bhuwan, 69 Housing Society, Shahu Nagar",0257,2236201,Empanelled,PPN Not Applicable,Other
179,Shree Gajanan Heart & Eye Hospitals Pvt. Ltd,Jillha Peth,Jalgaon,Jalgaon,Maharashtra,"Plot No370 In front of General Post Office,Omkar Nagar",0257,2241293,Empanelled,PPN Not Applicable,Other
180,Shri Saijeevan Hospital,M J College road,Jalgaon,Jalgaon,Maharashtra,Sadguru Plaza Prabhat Chowk M J College Road A H 46,0257,2217979,Empanelled,PPN Not Applicable,Other
181,Shri Surgical & Maternity Home,Behind Anant Colony,Jalgaon,Jalgaon,Maharashtra,Anant Colony M J College Road,0257,2233494,Empanelled,PPN Not Applicable,Other
182,Siddhesh Hospital,Nr Khajamiya Darga,Jalgaon,Jalgaon,Maharashtra,"Plot No 2 Behind Shubhakamana, Sankul Nr Khajamiya",0257,2252426,Empanelled,PPN Not Applicable,Other
183,Siddhivinayak Hospital,Icchadevi Square,Jalgaon,Jalgaon,Maharashtra,Icchadevi Square,0257,2235991,Empanelled,PPN Not Applicable,Other
184,Suyash Hospital,M.J College Road,Jalgaon,Jalgaon,Maharashtra,"Nishigandha chambers,bhaskar market,M.J college road,jalgaon",0257,2236333,Empanelled,PPN Not Applicable,Other
185,Vijayendra Hospital & Maternity Home,Behind Old Court,Jalgaon,Jalgaon,Maharashtra,"69, Zilla Peth, Behind Old Court, Jalgoan",0257,2217455,Empanelled,PPN Not Applicable,Other
186,Vinod Hospital,Near Ladvanjari Mangal Karyalaya,Jalgaon,Jalgaon,Maharashtra,"Akashwani Chowk, Jalgaon",0257,2235658,Empanelled,PPN Not Applicable,Other
187,Vivekanand Netralaya & Phaco Centre,Near M J College,Jalgaon,Jalgaon,Maharashtra,"8, Gurukul Colony, Near M J College",0257,2233893,Empanelled,PPN Not Applicable,Other
188,Kolte Hospital,Chalis Bigha,Malkapur,Jalgaon,Maharashtra,"Chalis Bagha, Malkapur",07267,222484,Empanelled,PPN Not Applicable,Other
189,Deepak Hospital,Townhall road,Jalna,Jalna,Maharashtra,Townhall Road Jalna,02482,231674,Empanelled,PPN Not Applicable,Other
190,Guru Ganesh Mutha Hospital Pvt Ltd,S D Road,Jalna,Jalna,Maharashtra,"Sarojinidevi Road, Jalna",02482,239990,Empanelled,PPN Not Applicable,Other
191,Jalna Medical Foundation & Research Centre Pvt Ltd (vivekanad Hospital),Devalgaon Raja Road,jalna,Jalna,Maharashtra,Opp JDCC Bank Devalgaon Raja Road,02482,231515,Empanelled,PPN Not Applicable,Other
192,Karwa Hospital,Post Office Road,Jalna,Jalna,Maharashtra,"P O Road, Opp. Tele Exch, Jalna",02482,234004,Empanelled,PPN Not Applicable,Other
193,Runwal Accident Clinic,Bhokerdan Naka,Jalna,Jalna,Maharashtra,"305, Priyadarshny Colony, Near Bhokerdan Naka, Jal",02482,232322,Empanelled,PPN Not Applicable,Other
194,Niramay Hospital,Ichalkaranji,Ichalkaranji,Kolhapur,Maharashtra,"Centre 691/1, Ring Road, West of Bohra Market",0230,2437517,Empanelled,PPN Not Applicable,Other
195,Shri Sai Surgical & Maternity Hospital,Near Church Yallamm Chowk,Islampur,Kolhapur,Maharashtra,"Near Church Yallamm Chowk, Unin- Islampur, Talwalw",0233,9922495092,Empanelled,PPN Not Applicable,Other
196,Apple Hospital,kadamwadi,Kolhapur,Kolhapur,Maharashtra,"804/2 805/2 E waed circuit House- kadamwadi road Nr, DY Patil Hospital",0231,2688888,Empanelled,PPN Not Applicable,Other
197,Aster Aadhar Hospital,Near Shastri Nagar,Kolhapur,Kolhapur,Maharashtra,"R.S.No. 628, B Ward, Near Shastri Nagar , Near KMT workshop",0231,6622643,Empanelled,PPN Not Applicable,Other
198,City Hospital,Rajarampuri,Kolhapur,Kolhapur,Maharashtra,"1708,E,8M Lane, Rajarampuri",0231,2534322,Empanelled,PPN Not Applicable,Other
199,Drishti Deep Netra Seva (pacho & Eye Care Centre),Nagala Park,Kolhapur,Kolhapur,Maharashtra,"C.S.249, Plot no.31, 'E' ward, Nagala Park,",0231,2547400,Empanelled,PPN Not Applicable,Other
200,Galaxy Hospitals Ltd,Kodoli,Kolhapur,Kolhapur,Maharashtra,"Nivrutti Colony, WaranaNagar, (Kodoli)",02328,224175,Empanelled,PPN Not Applicable,Other
201,Ishan Hospital,Tarabai Park,Kolhapur,Kolhapur,Maharashtra,Pratiraj Complax Opp Pitali Ganpati Mandir Tarabai Park,0231,2658124,Empanelled,PPN Not Applicable,Other
202,Janaki Nursing Home,Rajarampuri,Kolhapur,Kolhapur,Maharashtra,2018 E Rajarampuri 3rd lane Behind Janata Bazar Bus Route Kolhapur,0231,2520888,Empanelled,PPN Not Applicable,Other
203,Kolhapur Cancer Centre,Gokul Shirgaon,Kolhapur,Kolhapur,Maharashtra,R S 238 Gokul Shirgaon Opp Mayur Petrol Pump,0231,2532034,Empanelled,PPN Not Applicable,Other
204,Kolhapur Institute Of Orthopaedics & Trauma,New Shahupuri,Kolhapur,Kolhapur,Maharashtra,"Behind Hotel Tourist, new Shahupuri, Kolhapur",0231,2651575,Empanelled,PPN Not Applicable,Other
205,Kudalkar Hospital,"Near Police Station,Peth Vadgaon",Kolhapur,Kolhapur,Maharashtra,"Hatkangale Road,Near Police Station,Peth Vadgaon,Tal-Hatkangale,Dist-Kolhapur",0230,2471450,Empanelled,PPN Not Applicable,Other
206,Lokmanya Hospital Pvt. Ltd,Royal Plaza,kolhapur,Kolhapur,Maharashtra,328 e Ward Royal Plaza New Shahupuri Dabholkar Corner,0231,2656888,Empanelled,PPN Not Applicable,Other
207,Lotus Hospital And Research Centre,Rajarampuri,Kolhapur,Kolhapur,Maharashtra,"C S no, 1962 e ward 10th lane, opp mahalaxmi bank kolhapur",0231,2526945,Empanelled,PPN Not Applicable,Other
208,Mahant Hospital,Gadhingalaj,Kolhapur,Kolhapur,Maharashtra,"Besides Court"", Church Road,",02327,222132,Empanelled,PPN Not Applicable,Other
209,Modak Hospital Orthopedic & Fracture Care,Station Road,Kolhapur,Kolhapur,Maharashtra,4391 E Ward opp Gokul Resaurant Station Road,0231,2653228,Empanelled,PPN Not Applicable,Other
210,Mudhale Nursing Home,Shahupuri,Kolhapur,Kolhapur,Maharashtra,204K/30B New Shahupuri Behind Turist Hotel,0231,2660026,Empanelled,PPN Not Applicable,Other
211,Nirmal Nursing Home,Mangalwar Peth,Kolhapur,Kolhapur,Maharashtra,"1273/b, Gune Chambers, Mangalwar Peth",0231,2627012,Empanelled,PPN Not Applicable,Other
212,Patil Institute Of Orthopaedic Sciences  Multispeciality  Hospitaljaysingpure,Jaysingpur,Kolhapur,Kolhapur,Maharashtra,"Near City Post, Kadge Mala, Jaysingpur (Tahsil Shi",02322,228673,Empanelled,PPN Not Applicable,Other
213,Pragati Netra Rugnalaya,Rajarampuri,Kolhapur,Kolhapur,Maharashtra,"9th Lane,Rajarampuri",0231,2529348,Empanelled,PPN Not Applicable,Other
214,Ramkrishna Hospital,Nr Mahaveer College,Kolhapur,Kolhapur,Maharashtra,"Nr Mahaveer College, New Palace Road,",0231,2657034,Empanelled,PPN Not Applicable,Other
215,Rangnath Hospital,Patankar Colony,Kolhapur,Kolhapur,Maharashtra,"204/KH Tarabai Park, Near Hotel, Pearl Kolhapur",0231,2656358,Empanelled,PPN Not Applicable,Other
216,Rbj Hospital Private Limited,Shivaji Park,Kolhapur,Kolhapur,Maharashtra,C S No 517/A/13 Plot No 27 Near Gadre Garden,0231,2525302,Empanelled,PPN Not Applicable,Other
217,Shri Sai Hospital,Gadhingalaj,Kolhapur,Kolhapur,Maharashtra,"52/4B, Doctor's Colony",02327,222518,Empanelled,PPN Not Applicable,Other
218,Shri Siddhivinayak Heart Hospital,Shastrinagar,Kolhapur,Kolhapur,Maharashtra,"1330/4 'E',Residency Colony,Shastrinagar,",0231,2694890,Empanelled,PPN Not Applicable,Other
219,Siddhagiri Hospital & Research Centre,Kaneri,Kolhapur,Kolhapur,Maharashtra,1650 Plot No 1 Kaneri Math Kaneri Tal Karveer,0231,2671774,Empanelled,PPN Not Applicable,Other
220,Siddhivinayak Nursing Home,Main Road Takala,Kolhapur,Kolhapur,Maharashtra,1195 E Opp Mahagaokar Complex Near Kamala College Main Road Takala,0231,2526668,Empanelled,PPN Not Applicable,Other
221,Swastik Hospital,Tarabai Chowk,Kolhapur,Kolhapur,Maharashtra,Plot No 29 Behind Sai Darshan Hotel E Ward Tarabai Chowk,0231,2535373,Empanelled,PPN Not Applicable,Other
222,Vardhan Hospital For Children,Central Bas Stand,Kolhapur,Kolhapur,Maharashtra,Central Bus Stand Near Railway Fatak Behind Swarg Jewellers Sykes Extension,0231,2524797,Empanelled,PPN Not Applicable,Other
223,Vasan Eye Care Hospital,Station Road,Kolhapur,Kolhapur,Maharashtra,Station Road Kavalanaka,0231,3989000,Empanelled,PPN Not Applicable,Other
224,Western India Institute Of Neurosciences,Nagala Park,Kolhapur,Kolhapur,Maharashtra,"183/1,B,Near Woder 11 Building ,Nagala Park",0231,2644881,Empanelled,PPN Not Applicable,Other
225,Alpha Superspeciality Hospital,Shyam Nagar,Latur,Latur,Maharashtra,"Shyam Nagar,Ambejogai Road,Latur",02382,228283,Empanelled,PPN Not Applicable,Other
226,Dr S B Gugale Memorial Hospital,Main Rd,Latur,Latur,Maharashtra,"Opp. LDCC Bank, Main Road",02382,248729,Empanelled,PPN Not Applicable,Other
227,Jatal Hospital,Nanded Rd,Latur,Latur,Maharashtra,"Shahu Chowk, Naded Road, Shyam nagar Ambajogai road",02382,227577,Empanelled,PPN Not Applicable,Other
228,Latur Cancer & Laparoscopy Centre,Ausa Road,Latur,Latur,Maharashtra,Deshpande Colony Nandi Stop Near Jaju Hospital Ausa Road,02382,242888,Empanelled,PPN Not Applicable,Other
229,Mamta Hospital,Main Rd,Latur,Latur,Maharashtra,"Mitra Nagar, Near Shivaji Chowk, Latur",02382,243493,Empanelled,PPN Not Applicable,Other
230,Planet Critical Care Centre Pvt Ltd,Tilak Nagar,Latur,Latur,Maharashtra,"Tilak Nagar, Main Road, Latur",02382,255900,Empanelled,PPN Not Applicable,Other
231,Prabhawati Multispecialty Hosapital & Research Centre,New Renapur Naka,Latur,Latur,Maharashtra,Ambajogai Road New Renapur Naka Latur,02382,227111,Empanelled,PPN Not Applicable,Other
232,Sadasukh Hospital,Tilak Nagar,Latur,Latur,Maharashtra,Tilak Nagar In Front of PDCC Bank Main Road,02382,244888,Empanelled,PPN Not Applicable,Other
233,Sahara Hospital,Ambajogai Road,Latur,Latur,Maharashtra,In Front Of SP Off Ambajogai Road,02382,259785,Empanelled,PPN Not Applicable,Other
234,Shri Venkatesh Hospital,Ambajogai Rd,Latur,Latur,Maharashtra,"84, Shamnagar,Ambajogai Road, Near Shri Keshav Raj Vidyalaya",02382,228204,Empanelled,PPN Not Applicable,Other
235,Vivekanand Hospital,Vidya Nagar,Latur,Latur,Maharashtra,Vidya nagar Signal Camp,02382,245901,Empanelled,PPN Not Applicable,Other
236,Lifecare Hospital & Research Centre,Kaulkhed Road,Udgir,Latur,Maharashtra,267/3 Anand Mayee Marg Kaulkhed Road,02385,257222,Empanelled,PPN Not Applicable,Other
237,Aashirwad Maternity &general Nursing Home,Andheri(w),Mumbai,Mumbai,Maharashtra,"39/A,Shivam Ghar,Swami Samarth Nagar,Cross Road No",022,56963249,Empanelled,NON PPN,Mumbai
238,Aastha Hospital,Kandivali(W),Mumbai,Mumbai,Maharashtra,"65, Balasinor Society, S.V.Road, Opp Fire Brigade, Kandivali W",022,28010800,Empanelled,IN PPN,Mumbai
239,Abhishek Nursing Home,Ghatkopar (W),Mumbai,Mumbai,Maharashtra,"Jagriti CHS, Nr Maratha Mandir Co-op Bank, Bhatwadi",022,25106518,Empanelled,IN PPN,Mumbai
240,Adittya Eye Clinic,Kandivali W,Mumbai,Mumbai,Maharashtra,1 Ronik Apts Opp kala Hanuman temple M.G Road Kandivali W,022,28655588,Empanelled,NON PPN,Mumbai
241,Aditya Jyot Eye Hospital Pvt Ltd,Wadala,Mumbai,Mumbai,Maharashtra,"Plot No 153, Major Parmeswar Road, Opp. SIWS Gate",022,24177600,Empanelled,NON PPN,Mumbai
242,Advance Eye Hospital & Institute,Sanpada,Mumbai,Mumbai,Maharashtra,30 the abbaires Sector 17 palm beach road sanpada,022,67313636,Empanelled,IN PPN,Mumbai
243,Aggarwal Eye Hospital,Andheri (E),Mumbai,Mumbai,Maharashtra,"102/5, Ketayun Mansion, Shahaji Raje Marg, Above T",022,66960220,Empanelled,IN PPN,Mumbai
244,Agrawal Eye Hospital,Malad (W),Mumbai,Mumbai,Maharashtra,"1st floor, maharaja apt, Malad (W), S V Road, opp. malad telephone exchange",022,28820900,Empanelled,IN PPN,Mumbai
245,Akanksha Materntiy & Surgical Hospital,Andheri (W),Mumbai,Mumbai,Maharashtra,"6, Manish Tower, J P Road, Andheri (W)",022,26353117,Empanelled,NON PPN,MUMBAI
246,Akshar Eye Clinic,Malad(W),Mumbai,Mumbai,Maharashtra,"1st Floor, Radha viswaeashar Apartment, Narsing Lane, Opp NL High School",022,28080469,Empanelled,NON PPN,Mumbai
247,Amardeep Nursing Home,Andheri (E),Mumbai,Mumbai,Maharashtra,"101/103, Ratna Tarang Building, Old Nagardas Road,",022,28351362,Empanelled,NON PPN,Mumbai
248,Ameya Orthopaedica Centre,Borivali (W),Mumbai,Mumbai,Maharashtra,"A,B 101, Kaustubh Park, SVP Road, Near Bhagwati Ho",022,28938770,Empanelled,NON PPN,MUMBAI
249,Amruta Surgical & Maternity Home,Ghatkopar (W),Mumbai,Mumbai,Maharashtra,"4th Floor, C Wing, Bhaveshwar Plaza, LBS Road, Opp",022,25007200,Empanelled,NON PPN,Mumbai
250,Anand Nursing Home,Borivali,Mumbai,Mumbai,Maharashtra,"Godawari E Wing, Shantivan, next to national park, Borivali (E)",022,28973818,Empanelled,NON PPN,Mumbai
251,Apex Hospitals,Borivali (W),Mumbai,Mumbai,Maharashtra,"Vaishali Heights, Near Standard Chartered & Thane Sahakari Bank, Chandavakar, Borivali (W)",022,42457000,Empanelled,IN PPN,Mumbai
252,Apex Hospitals Mulund,Mulund,Mumbai,Mumbai,Maharashtra,"Veena Nagar Phase -II,Near swapna nagari,model town and tulsi pipe line,mumbai",022,41624011,Empanelled,IN PPN,Mumbai
253,Apex Kidney Care,Malad (W),Mumbai,Mumbai,Maharashtra,"Abhishek Commercial Complex, 3rd Floor S V Road Malad (W ) Near Aditi Hotel",022,28809114,Empanelled,IN PPN,Mumbai
254,Apex Kidney Care,Chembur (E),Mumbai,Mumbai,Maharashtra,C/o Sushrut Hospital Swastik Park 2nd Floor 365 Chembur ( E ),022,25278908,Empanelled,IN PPN,Mumbai
255,Apex Kidney Care,Mira Road (E),Mumbai,Mumbai,Maharashtra,101 Eden Rose Complex Beverly Park Opp Cinemax Prime Multiplex Mira Road (E),022,28107890,Empanelled,IN PPN,Mumbai
256,Apex Kidney Care,Mulund (W),Mumbai,Mumbai,Maharashtra,Gaurav Plaza Annex 1st Floor RRT Road Mulund (W),022,25678101,Empanelled,IN PPN,Mumbai
257,Apollo Spectra Hospitals A Unit Of Apollo Specialty Hospitals Pvt Ltd,Tardeo,Mumbai,Mumbai,Maharashtra,"156 Famous Lab, M M Malviya Road Behind Everest Bldg,Tardeo",022,43324500,Empanelled,IN PPN,Mumbai
258,Apollo Spectra Hospitals A Unit Of Apollo Specialty Hospitals Pvt Ltd,Chembur,Mumbai,Mumbai,Maharashtra,Near Sunder Baug Opp Panal Bus Depot Borla Village,022,43344600,Empanelled,IN PPN,Mumbai
259,Arihant Eye Care Hospital,Borivli (W),Mumbai,Mumbai,Maharashtra,"B - 104, Gomti Apts, Above Mandpeshwar Hospital, S",022,28957699,Empanelled,IN PPN,Mumbai
260,Arihant Heart Clinic,Borivali (W),Mumbai,Mumbai,Maharashtra,"103, Lancelot Apt., S. V. Road, Borivali (W)",022,28057717,Empanelled,NON PPN,Mumbai
261,Asha Poly Clinic & Sheetal Nursing Home,Ghatkopar (E),Mumbai,Mumbai,Maharashtra,"60 Feet Rd, Opp. UTI Bank, Ghatkopar (E)",022,21022493,Empanelled,NON PPN,Mumbai
262,Ashirwad Child & Surgical Hospital,Andheri (E),Mumbai,Mumbai,Maharashtra,"301-6 Ruby Monarch Opp Post Office Saki Vihar Rd, Sakinaka, Andheri (E)",022,28570627,Empanelled,NON PPN,Mumbai
263,Ashirwad Heart Hospital,Ghatkopar (E),Mumbai,Mumbai,Maharashtra,"1, Vivke, Tilak Road",022,21025911,Empanelled,IN PPN,Mumbai
264,Ashirwad Hospital & Polyclinic,Chembur,Mumbai,Mumbai,Maharashtra,"101 To 103 Anurag Business Centre, WTP Marg, near Amar Theatre",022,25208492,Empanelled,NON PPN,Mumbai
265,Ashirwad Maternity & Nursing Home,Bhandup (W),Mumbai,Mumbai,Maharashtra,"Subhash Road, Janata Market, Near Metro",022,25940213,Empanelled,NON PPN,Mumbai
266,Ashirwad Maternity & Nursing Home,Mulund (W),Mumbai,Mumbai,Maharashtra,"E-5, Highland Park, Guru Gobind Singh Road, Jaishastrinagar , Mulund (W) Mumbai",022,25912129,Empanelled,NON PPN,Mumbai
267,Ashirwad Nursing Home,Sion (W),Mumbai,Mumbai,Maharashtra,Rajgir sadan ground Floor laxmi bag Opp Sion railway St. Sion W,022,24076599,Empanelled,IN PPN,Mumbai
268,Ashwini Hospital & Iccu,Mulund (W),Mumbai,Mumbai,Maharashtra,"Lalan Building (Annexe), 1st Floor, P. K. Road, Mulund (W)",022,25611177,Empanelled,IN PPN,Mumbai
269,Asian Eye Institute & Laser Centre,Next To dadar Post Office,Mumbai,Mumbai,Maharashtra,1st floor Irani Mansion dr Ambedkar Road Next to Dadar Post office Opp Asiad Bus Depot,022,24180125,Empanelled,IN PPN,Mumbai
270,Asian Eye Institute & Laser Centre,Borivli (E),Mumbai,Mumbai,Maharashtra,"101, Satya Narayan Apt, Opp. G H School, Opp MG Road",022,28920810,Empanelled,IN PPN,Mumbai
271,Asian Heart Institute,Bandra (E),Mumbai,Mumbai,Maharashtra,"G/N Block, Bandra - Kurla Complex, Bandra (E)",022,66986666,Empanelled,NON PPN,Mumbai
